scenario,plant,work_center,tool_no_if_available,bottleneck_severity,top_driver_project_count,suggested_capacity_lever,explanation_note
high_confidence,NW13,P01_NW13_PRESS_2,T-70314-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_2 peaks at 31584% utilisation, 1076188.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_PRESS_3,T-70169-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_3 peaks at 31465% utilisation, 1766028.9 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW12,P01_NW12_PRESS_1,T-70309-D,critical,7,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_1 peaks at 30953% utilisation, 1016676.7 overload hours total, driven by 7 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_PRES_3_2,T-70601-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_3_2 peaks at 30779% utilisation, 1876239.2 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW04,P01_NW04_PRESS_2,T-70282-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_2 peaks at 30716% utilisation, 1960658.6 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_LATHE_1,T-70565-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_LATHE_1 peaks at 30682% utilisation, 1084559.6 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_ASSY_1,T-70479-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_ASSY_1 peaks at 30661% utilisation, 1133883.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_PRESS_4,T-70017-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_4 peaks at 30562% utilisation, 1766521.3 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_2,T-70194-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_2 peaks at 30342% utilisation, 1190784.7 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW14,P01_NW14_PRESS_1,T-70618-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_1 peaks at 30236% utilisation, 1123384.6 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_1,T-70024-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_1 peaks at 29954% utilisation, 1136437.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_3,T-70457-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_3 peaks at 29011% utilisation, 1125447.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_ASSY_1,T-70112-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_ASSY_1 peaks at 28833% utilisation, 1613789.9 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW06,P01_NW06_PRESS_1,T-70286-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_1 peaks at 28471% utilisation, 1602958.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_ASSY_1,T-70039-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_ASSY_1 peaks at 28317% utilisation, 1548340.6 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW06,P01_NW06_PRESS_2,T-70481-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_2 peaks at 28152% utilisation, 1576704.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_EXTRUSION_1,T-70378-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_EXTRUSION_1 peaks at 28108% utilisation, 997146.3 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_PRESS_1,T-70091-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_1 peaks at 28107% utilisation, 1554620.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW12,P01_NW12_ASSY_1,T-70178-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_ASSY_1 peaks at 27823% utilisation, 858081.2 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_PRES_7_1,T-70607-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_7_1 peaks at 27701% utilisation, 1688983.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_GRINDING_1,T-70306-C,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_GRINDING_1 peaks at 27653% utilisation, 1433945.9 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW10,P01_NW10_PRESS_2,T-70230-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_2 peaks at 26961% utilisation, 1376937.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_3,T-70367-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_3 peaks at 26703% utilisation, 1579000.0 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_OVEN_1,T-70356-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_OVEN_1 peaks at 26651% utilisation, 1561653.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW06,P01_NW06_PRESS_3,T-70320-C,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_3 peaks at 26602% utilisation, 1474012.0 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_EXTRUSION_1,T-70291-A,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_EXTRUSION_1 peaks at 25688% utilisation, 1357772.6 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW14,P01_NW14_PRESS_3,T-70307-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_3 peaks at 24983% utilisation, 932280.0 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_PRESS_1,T-70178-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_1 peaks at 24862% utilisation, 838554.0 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_PRESS_3,T-70152-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_3 peaks at 24471% utilisation, 1396201.6 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW11,P01_NW11_GRINDING_1,T-70310-C,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_GRINDING_1 peaks at 24053% utilisation, 1322514.7 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_GRINDING_1,T-70492-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_GRINDING_1 peaks at 24021% utilisation, 1385897.6 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW12,P01_NW12_GRINDING_1,T-70351-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_GRINDING_1 peaks at 23883% utilisation, 737094.7 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_EXTRUSION_1,T-70597-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_EXTRUSION_1 peaks at 23837% utilisation, 1290494.5 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_EXTRUSION_1,T-70644-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_EXTRUSION_1 peaks at 23259% utilisation, 1349498.6 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_1,T-70056-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_1 peaks at 23153% utilisation, 862458.4 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_GRINDING_1,T-70389-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_GRINDING_1 peaks at 23072% utilisation, 844811.9 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_GRINDING_1,T-70129-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_GRINDING_1 peaks at 22642% utilisation, 718326.6 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_EXTRUSION_1,T-70644-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_EXTRUSION_1 peaks at 22249% utilisation, 812473.1 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_4,T-70428-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_4 peaks at 21619% utilisation, 801468.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_PRES_4,T-70547-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_4 peaks at 21447% utilisation, 1321683.3 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW14,P01_NW14_PRESS_2,T-70099-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_PRESS_2 peaks at 21267% utilisation, 788609.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_PRESS_3,T-70098-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_3 peaks at 21250% utilisation, 723644.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW08,P01_NW08_PRESS_1,T-70487-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_1 peaks at 21239% utilisation, 764376.7 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_OVEN_1,T-70325-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_OVEN_1 peaks at 21157% utilisation, 1176172.0 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_GRINDING_1,T-70526-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_GRINDING_1 peaks at 21027% utilisation, 725703.1 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW12,P01_NW12_PRESS_2,T-70574-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_2 peaks at 20800% utilisation, 679045.3 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW10,P01_NW10_GRINDING_1,T-70516-A,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_GRINDING_1 peaks at 20446% utilisation, 1017038.6 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_EXTRUSION_1,T-70284-B,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_EXTRUSION_1 peaks at 19618% utilisation, 699572.6 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_OVEN_1,T-70607-A,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_OVEN_1 peaks at 19484% utilisation, 623222.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW08,P01_NW08_PRESS_2,T-70608-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_2 peaks at 19436% utilisation, 694856.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW14,P01_NW14_ASSY_1,T-70049-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW14_ASSY_1 peaks at 19378% utilisation, 671903.0 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_1,T-70326-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_1 peaks at 18588% utilisation, 1096232.7 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_4,T-70414-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_4 peaks at 18359% utilisation, 710223.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_6,T-70656-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_6 peaks at 18245% utilisation, 2161385.2 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_PRESS_2,T-70047-C,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_2 peaks at 17944% utilisation, 1006731.5 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW12,P01_NW12_PRESS_3,T-70590-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW12_PRESS_3 peaks at 17664% utilisation, 583715.3 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_OVEN_1,T-70004-D,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_OVEN_1 peaks at 17628% utilisation, 641881.3 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW08,P01_NW08_PRESS_3,T-70264-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_3 peaks at 17388% utilisation, 631239.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_2,T-70058-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_2 peaks at 17325% utilisation, 1026132.9 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_3,T-70295-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_3 peaks at 17169% utilisation, 625778.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_3,T-70378-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_3 peaks at 15899% utilisation, 600384.2 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_EXTRUSION_1,T-70079-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_EXTRUSION_1 peaks at 15876% utilisation, 890882.7 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW10,P01_NW10_PRESS_3,T-70644-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_3 peaks at 15867% utilisation, 808666.6 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW06,P01_NW06_PRESS_4,T-70456-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW06_PRESS_4 peaks at 15306% utilisation, 1741847.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW08,P01_NW08_PRESS_4,T-70172-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW08_PRESS_4 peaks at 14333% utilisation, 1653651.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_PRESS_6,T-70689-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_6 peaks at 14328% utilisation, 1657891.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW11,P01_NW11_PRESS_3,T-70559-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_3 peaks at 14240% utilisation, 832719.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_4,T-70443-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_4 peaks at 13846% utilisation, 1460144.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_5,T-70470-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_5 peaks at 13344% utilisation, 1394621.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_PRESS_5,T-70280-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_5 peaks at 12578% utilisation, 1439331.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW04,P01_NW04_PRESS_4,T-70111-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_4 peaks at 12456% utilisation, 1331583.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_5,T-70020-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_5 peaks at 12240% utilisation, 1492350.2 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_PRESS_4,T-70202-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_4 peaks at 12018% utilisation, 1351773.0 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_5,T-70059-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_5 peaks at 11674% utilisation, 1370189.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_4,T-70489-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_4 peaks at 11485% utilisation, 1377487.2 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW04,P01_NW04_PRESS_5,T-70585-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_5 peaks at 11425% utilisation, 1213501.7 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_PRES_8_1,T-70564-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_8_1 peaks at 11359% utilisation, 1229446.9 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_5,T-70050-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_5 peaks at 10680% utilisation, 1272478.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW10,P01_NW10_PRESS_4,T-70122-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_4 peaks at 10185% utilisation, 1114575.4 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_PRESS_4,T-70445-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_4 peaks at 9021% utilisation, 978174.9 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_6,T-70573-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_6 peaks at 8691% utilisation, 1060335.8 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW11,P01_NW11_PRESS_4,T-70604-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_4 peaks at 7014% utilisation, 714368.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
