scope_id,quarter_id,project_id,prior_on_time_feasible_flag,prior_expedite_flag,prior_service_violation_risk,carry_over_service_caution_flag,explanation_note
mvp_3plant,2027-Q4,SF-100000,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100000,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100000,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100000,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100033,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100033,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100033,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100033,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100033,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100035,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100035,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100035,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100035,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100049,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100049,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100049,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100049,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2026-Q1,SF-100065,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100065,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100065,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100065,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100065,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100065,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100065,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100065,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q4,SF-100099,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100099,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100099,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100099,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100099,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100115,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100115,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100115,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100115,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100119,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100119,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100119,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100119,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100120,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100120,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100120,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100120,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q2,SF-100120,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100120,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100120,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100120,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q1,SF-100124,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100124,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100124,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100124,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q2,SF-100131,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100131,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100131,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100131,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q4,SF-100131,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q3,SF-100142,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100142,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100142,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q4,SF-100142,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q3,SF-100154,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100154,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100154,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100154,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100154,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100159,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100159,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100159,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100159,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q1,SF-100160,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100160,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100160,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100160,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100162,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100162,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100162,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100162,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2027-Q2,SF-100167,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100167,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100167,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100167,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2026-Q4,SF-100169,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100169,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100169,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100169,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100169,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q2,SF-100179,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100179,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100179,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100179,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100201,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100201,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100201,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100201,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q4,SF-100201,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100211,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100211,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100211,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100211,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q2,SF-100229,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100229,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100229,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100229,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2027-Q3,SF-100243,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100243,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100243,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100243,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2027-Q2,SF-100249,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100249,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100249,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100249,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100251,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100251,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100251,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100251,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2026-Q1,SF-100252,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100252,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100252,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100252,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q4,SF-100262,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100262,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100262,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100262,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q3,SF-100278,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100278,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100278,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100278,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100278,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100285,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100285,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100285,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100285,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q4,SF-100288,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100288,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100288,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100288,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100288,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100288,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100288,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2027-Q1,SF-100290,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100290,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100290,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100290,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100296,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100296,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100296,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100296,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100296,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q3,SF-100296,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100296,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100296,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100296,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2026-Q2,SF-100330,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100330,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
