scope_id,quarter_id,project_id,prior_on_time_feasible_flag,prior_expedite_flag,prior_service_violation_risk,carry_over_service_caution_flag,explanation_note
mvp_3plant,2026-Q4,SF-100330,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q2,SF-100331,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100331,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100331,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100331,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q4,SF-100331,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100339,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100339,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100339,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100339,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2028-Q2,SF-100346,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100346,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100346,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100350,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100350,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100350,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100350,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100360,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100360,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100360,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100360,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100361,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100361,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100361,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100361,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q2,SF-100376,True,False,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100376,True,False,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100376,True,False,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100389,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100389,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100389,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100389,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100395,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100395,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100395,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100395,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100399,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100399,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100399,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100399,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2028-Q2,SF-100403,True,False,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100403,True,False,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100403,True,False,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2028-Q2,SF-100405,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100405,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100405,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100406,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100406,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100406,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100406,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100412,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100412,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100412,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100412,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100413,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100413,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100413,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100413,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2026-Q3,SF-100417,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100417,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100417,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100417,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100417,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100417,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q4,SF-100424,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100424,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100424,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100424,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q2,SF-100462,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100462,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100462,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100462,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2026-Q4,SF-100465,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100465,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100465,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100465,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q4,SF-100495,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100495,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100495,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100495,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100529,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100529,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100529,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100529,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2026-Q4,SF-100536,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100536,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100536,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100536,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100536,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100544,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100544,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100544,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100544,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q2,SF-100545,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100545,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100545,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100559,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100559,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100559,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100559,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100585,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100585,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100585,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100585,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100598,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100598,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100598,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100598,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q1,SF-100603,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100603,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100603,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100603,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100633,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100633,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100633,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100633,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q2,SF-100635,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100635,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100635,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2026-Q3,SF-100644,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100644,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100644,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100644,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q4,SF-100644,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100663,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100663,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100663,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100663,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2027-Q3,SF-100673,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100673,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100673,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100673,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q1,SF-100675,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100675,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100675,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100675,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2026-Q1,SF-100681,True,True,0.0,False,Service levels met in 2026-Q1 — maintain current approach
mvp_3plant,2026-Q2,SF-100681,True,True,0.0,False,Service levels met in 2026-Q2 — maintain current approach
mvp_3plant,2026-Q3,SF-100681,True,True,0.0,False,Service levels met in 2026-Q3 — maintain current approach
mvp_3plant,2026-Q4,SF-100681,True,True,0.0,False,Service levels met in 2026-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100697,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100697,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100697,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100697,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
mvp_3plant,2027-Q1,SF-100705,True,True,0.0,False,Service levels met in 2027-Q1 — maintain current approach
mvp_3plant,2027-Q2,SF-100705,True,True,0.0,False,Service levels met in 2027-Q2 — maintain current approach
mvp_3plant,2027-Q3,SF-100705,True,True,0.0,False,Service levels met in 2027-Q3 — maintain current approach
mvp_3plant,2027-Q4,SF-100705,True,True,0.0,False,Service levels met in 2027-Q4 — maintain current approach
mvp_3plant,2028-Q1,SF-100705,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100705,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100705,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q1,SF-100719,True,True,0.0,False,Service levels met in 2028-Q1 — maintain current approach
mvp_3plant,2028-Q2,SF-100719,True,True,0.0,False,Service levels met in 2028-Q2 — maintain current approach
mvp_3plant,2028-Q3,SF-100719,True,True,0.0,False,Service levels met in 2028-Q3 — maintain current approach
mvp_3plant,2028-Q4,SF-100719,True,True,0.0,False,Service levels met in 2028-Q4 — maintain current approach
